,context_lengths,Train Loss,Train Perplexity,Validation Loss,Validation Perplexity,Estimated Flops
0,128,0.9897029399871826,2.6904351329341782,0.9122953004987815,2.4900313493525355,297875275776000
1,512,0.8343937397003174,2.3034171545147895,0.6523824111620585,1.9201098753787331,1198748860416000
2,768,0.6043355464935303,1.8300358310923461,0.633897699713707,1.8849432224189948,1805371047936000
